"item"	"group1"	"vars"	"n"	"mean"	"sd"	"median"	"trimmed"	"mad"	"min"	"max"	"range"	"skew"	"kurtosis"	"se"
"succinate3"	"141"	"Ctrl"	47	3	1.35645666666667	0.926561873936832	1.56092	1.35645666666667	0.893696454	0.34474	2.16371	1.81897	-0.209923428352481	-2.33333333333333	0.534950747338274
"fumarate1"	"142"	"ADI1x"	48	3	1.30352	0.401195572757228	1.44318	1.30352	0.256549104	0.85116	1.61622	0.76506	-0.305925528308552	-2.33333333333333	0.231630371929072
"fumarate2"	"143"	"ADI2x"	48	3	0.869133333333333	0.22678491447478	0.99271	0.869133333333333	0.021616308	0.6074	1.00729	0.39989	-0.38311122085263	-2.33333333333333	0.130934331420161
"fumarate3"	"144"	"Ctrl"	48	3	1.57323	0.773561314247294	1.55416	1.57323	1.104210828	0.80938	2.35615	1.54677	0.024637233280907	-2.33333333333333	0.446615833015356
"malate1"	"145"	"ADI1x"	49	3	2.39283666666667	1.76371440829669	2.12943	2.39283666666667	2.007129054	0.77564	4.27344	3.4978	0.146016526532522	-2.33333333333333	1.01828098840371
"malate2"	"146"	"ADI2x"	49	3	0.56364	0.215451611040623	0.61877	0.56364	0.18888324	0.32598	0.74617	0.42019	-0.239127267626848	-2.33333333333333	0.124391045631642
"malate3"	"147"	"Ctrl"	49	3	1.09550666666667	0.308689003097508	1.08193	1.09550666666667	0.42713706	0.79383	1.41076	0.61693	0.043896620757884	-2.33333333333333	0.178221679034223
"2methylcitratehomocitrate1"	"148"	"ADI1x"	50	3	0.964643333333333	0.209293400357807	0.93166	0.964643333333333	0.234043236	0.7738	1.18847	0.41467	0.153679791438025	-2.33333333333333	0.120835601036192
"2methylcitratehomocitrate2"	"149"	"ADI2x"	50	3	0.939046666666667	0.138955148998997	0.96479	0.939046666666667	0.146095404	0.78902	1.06333	0.27431	-0.178904885433212	-2.33333333333333	0.080225792679855
"2methylcitratehomocitrate3"	"150"	"Ctrl"	50	3	1.18086	0.345152611608256	1.24138	1.18086	0.371198562	0.80945	1.49175	0.6823	-0.169951801853187	-2.33333333333333	0.199273953223529
"phosphate1"	"151"	"ADI1x"	51	3	0.730046666666667	0.513249316057346	0.96419	0.730046666666667	0.178327128	0.14148	1.08447	0.94299	-0.36125563236682	-2.33333333333333	0.2963246307871
"phosphate2"	"152"	"ADI2x"	51	3	0.918026666666667	0.094374913156693	0.88573	0.918026666666667	0.061809594	0.84404	1.02431	0.18027	0.302138893370096	-2.33333333333333	0.054487381515764
"phosphate3"	"153"	"Ctrl"	51	3	1.02412	0.02035246176756	1.03481	1.02412	0.003098634	1.00065	1.0369	0.03625	-0.380338952337476	-2.33333333333334	0.011750499280172
"malonate1"	"154"	"ADI1x"	52	3	1.12995	0.141595945916541	1.12292	1.12995	0.194101992	0.992	1.27493	0.28293	0.049525933248262	-2.33333333333333	0.081750457491075
"malonate2"	"155"	"ADI2x"	52	3	1.06353666666667	0.282043050141877	0.90623	1.06353666666667	0.0163086	0.89523	1.38915	0.49392	0.384241633064488	-2.33333333333333	0.162837630922476
"malonate3"	"156"	"Ctrl"	52	3	0.97627	0.061880875074614	1.008	0.97627	0.01163841	0.90496	1.01585	0.11089	-0.377943568028769	-2.33333333333333	0.035726939882018
"caprylate801"	"157"	"ADI1x"	53	3	0.62455	0	0.62455	0.62455	0	0.62455	0.62455	0	NA	NA	0
"caprylate802"	"158"	"ADI2x"	53	3	0.84597	0.196587727745147	0.91336	0.84597	0.128452464	0.62455	1	0.37545	-0.30251604188267	-2.33333333333333	0.113499977533037
"caprylate803"	"159"	"Ctrl"	53	3	0.86731	0.420472654045421	0.62455	0.86731	0	0.62455	1.35283	0.72828	0.38490017945975	-2.33333333333333	0.24276
"pelargonate901"	"160"	"ADI1x"	54	3	0.609126666666667	0.13168204939677	0.5331	0.609126666666667	0	0.5331	0.76118	0.22808	0.38490017945975	-2.33333333333333	0.076026666666667
"pelargonate902"	"161"	"ADI2x"	54	3	0.619183333333333	0.149100707018221	0.5331	0.619183333333333	0	0.5331	0.79135	0.25825	0.384900179459751	-2.33333333333333	0.086083333333333
"pelargonate903"	"162"	"Ctrl"	54	3	1.00885666666667	0.471844896585025	1.01678	1.00885666666667	0.681862566	0.5331	1.47669	0.94359	-0.01678750617873	-2.33333333333333	0.272419778059116
"caprate1001"	"163"	"ADI1x"	55	3	0.903026666666667	0.357621783499458	0.82114	0.903026666666667	0.337573194	0.59345	1.29449	0.70104	0.216970459208813	-2.33333333333333	0.206473032971486
"caprate1002"	"164"	"ADI2x"	55	3	0.89456	0.22336466126046	1.00169	0.89456	0.062995674	0.63781	1.04418	0.40637	-0.36929022775375	-2.33333333333333	0.128959647306176
"caprate1003"	"165"	"Ctrl"	55	3	0.961493333333333	0.072138447677596	0.93482	0.961493333333333	0.042002058	0.90649	1.04317	0.13668	0.319200769218582	-2.33333333333333	0.041649152185582
"behenate220*1"	"166"	"ADI1x"	56	3	0.843096666666667	0.354094877445768	1	0.843096666666667	0.135850638	0.43766	1.09163	0.65397	-0.35610732349432	-2.33333333333333	0.204436772811982
"behenate220*2"	"167"	"ADI2x"	56	3	0.816956666666667	0.089494260337372	0.79297	0.816956666666667	0.075716382	0.7419	0.916	0.1741	0.248770496157613	-2.33333333333333	0.051669535296708
"behenate220*3"	"168"	"Ctrl"	56	3	0.89989	0.297736302959515	0.94584	0.89989	0.335275164	0.58185	1.17198	0.59013	-0.150655318200676	-2.33333333333333	0.1718981346612
"erucate221n91"	"169"	"ADI1x"	57	3	0.70249	0.395806189062273	0.5987	0.70249	0.340671828	0.36892	1.13985	0.77093	0.244193340167443	-2.33333333333333	0.228518809802023
"erucate221n92"	"170"	"ADI2x"	57	3	1.13406666666667	0.488091637946537	1.09588	1.13406666666667	0.637058394	0.66619	1.64013	0.97394	0.077757789721943	-2.33333333333333	0.281799838557638
"erucate221n93"	"171"	"Ctrl"	57	3	0.93387	0.514934599633779	0.66952	0.93387	0.095953872	0.6048	1.52729	0.92249	0.378071171515909	-2.33333333333333	0.297297629713614
"nervonate241n9*1"	"172"	"ADI1x"	58	3	0.424093333333333	0.569746566144398	0.09515	0.424093333333333	0	0.09515	1.08198	0.98683	0.384900179459751	-2.33333333333333	0.328943333333333
"nervonate241n9*2"	"173"	"ADI2x"	58	3	0.35067	0.44257362235	0.09515	0.35067	0	0.09515	0.86171	0.76656	0.38490017945975	-2.33333333333333	0.25552
"nervonate241n9*3"	"174"	"Ctrl"	58	3	0.385863333333333	0.194899490592801	0.28649	0.385863333333333	0.038265906	0.26068	0.61042	0.34974	0.377320334167964	-2.33333333333333	0.112525273358675
"heneicosapentaenoate215n31"	"175"	"ADI1x"	59	3	1.42669333333333	1.14595761380312	0.82793	1.42669333333333	0.183516228	0.70415	2.748	2.04385	0.379854310200336	-2.33333333333333	0.661618936809131
"heneicosapentaenoate215n32"	"176"	"ADI2x"	59	3	1.26812	0.851257423814912	1.09832	1.26812	0.865482576	0.51456	2.19148	1.67692	0.191533102294607	-2.33333333333333	0.491473702789207
"heneicosapentaenoate215n33"	"177"	"Ctrl"	59	3	0.787836666666667	0.3157930025085	0.95288	0.787836666666667	0.050452878	0.42372	0.98691	0.56319	-0.379877984997994	-2.33333333333333	0.182323175006482
"hexadecadienoate162n61"	"178"	"ADI1x"	60	3	1.12239	0.770005049074355	0.91003	1.12239	0.636302268	0.48085	1.97629	1.49544	0.254813686614798	-2.33333333333333	0.44456262236045
"hexadecadienoate162n62"	"179"	"ADI2x"	60	3	1.28230333333333	0.865496845767408	1.01684	1.28230333333333	0.646724946	0.58063	2.24944	1.66881	0.277863112110618	-2.33333333333333	0.499694836886585
"hexadecadienoate162n63"	"180"	"Ctrl"	60	3	0.751503333333333	0.215748491613113	0.71504	0.751503333333333	0.235333098	0.55631	0.98316	0.42685	0.164180981255809	-2.33333333333333	0.124562449710086
"stearidonate184n31"	"181"	"ADI1x"	61	3	1.32704666666667	1.07054505903924	0.93769	1.32704666666667	0.640512852	0.50567	2.53778	2.03211	0.315590282261285	-2.33333333333333	0.61807947801593
"stearidonate184n32"	"182"	"ADI2x"	61	3	1.32942	1.06097967515877	1.06231	1.32942	0.941139654	0.42752	2.49843	2.07091	0.235800959238827	-2.33333333333333	0.612556901057635
"stearidonate184n33"	"183"	"Ctrl"	61	3	0.684986666666667	0.20955897077752	0.62945	0.684986666666667	0.178890516	0.50879	0.91672	0.40793	0.246403706320317	-2.33333333333333	0.120988928189502
"eicosapentaenoateEPA205n31"	"184"	"ADI1x"	62	3	1.31332666666667	0.800620819260487	0.89201	1.31332666666667	0.119601342	0.81134	2.23663	1.42529	0.380508696625419	-2.33333333333333	0.462238645518861
"eicosapentaenoateEPA205n32"	"185"	"ADI2x"	62	3	1.28952666666667	0.785311766200745	1.22402	1.28952666666667	1.015581	0.53902	2.10554	1.56652	0.082834450716711	-2.33333333333333	0.45339995961378
"eicosapentaenoateEPA205n33"	"186"	"Ctrl"	62	3	0.894203333333333	0.230955344673669	0.9778	0.894203333333333	0.139245792	0.63309	1.07172	0.43863	-0.31453797978901	-2.33333333333333	0.133342130418126
"docosapentaenoaten3DPA225n31"	"187"	"ADI1x"	63	3	1.04341333333333	0.784980027410464	0.69003	1.04341333333333	0.285830454	0.49724	1.94297	1.44573	0.35894611792727	-2.33333333333333	0.453208430133911
"docosapentaenoaten3DPA225n32"	"188"	"ADI2x"	63	3	1.07810333333333	0.481456279669643	0.93252	1.07810333333333	0.365134728	0.68624	1.61555	0.92931	0.274733168047036	-2.33333333333333	0.277968912670304
"docosapentaenoaten3DPA225n33"	"189"	"Ctrl"	63	3	0.819503333333333	0.216238256636825	0.75415	0.819503333333333	0.164079342	0.64348	1.06088	0.4174	0.274622221566383	-2.33333333333333	0.124845215678366
"docosahexaenoateDHA226n31"	"190"	"ADI1x"	64	3	0.96692	0.583505878205181	0.63875	0.96692	0.025737936	0.62139	1.64062	1.01923	0.384516940581508	-2.33333333333333	0.33688727585549
"docosahexaenoateDHA226n32"	"191"	"ADI2x"	64	3	1.04043666666667	0.484684330294815	0.9867	1.04043666666667	0.595767984	0.58486	1.54975	0.96489	0.109506602170779	-2.33333333333333	0.279832628567705
"docosahexaenoateDHA226n33"	"192"	"Ctrl"	64	3	0.980743333333333	0.257324314889467	1.0133	0.980743333333333	0.306809244	0.70869	1.22024	0.51155	-0.12449473417422	-2.33333333333333	0.14856626247047
"docosatrienoate223n31"	"193"	"ADI1x"	65	3	0.52562	0.126457029460604	0.45261	0.52562	0	0.45261	0.67164	0.21903	0.384900179459751	-2.33333333333333	0.07301
"docosatrienoate223n32"	"194"	"ADI2x"	65	3	1.06686	0.383596502981975	1.09392	1.06686	0.507479154	0.67045	1.43621	0.76576	-0.070191832276087	-2.33333333333333	0.221469544256842
"docosatrienoate223n33"	"195"	"Ctrl"	65	3	0.731083333333333	0.2611451037897	0.69897	0.731083333333333	0.313555074	0.48748	1.0068	0.51932	0.121111663769615	-2.33333333333333	0.150772195970536
"nisinate246n31"	"196"	"ADI1x"	66	3	1.01929333333333	0.71410715976899	0.75297	1.01929333333333	0.40971651	0.47662	1.82829	1.35167	0.321073357046094	-2.33333333333333	0.412289960922865
"nisinate246n32"	"197"	"ADI2x"	66	3	0.97118	0.247492098257702	0.84936	0.97118	0.06100899	0.80821	1.25597	0.44776	0.372964059561153	-2.33333333333333	0.14288962955139
"nisinate246n33"	"198"	"Ctrl"	66	3	0.86677	0.352280141790593	0.77571	0.86677	0.30652755	0.56896	1.25564	0.68668	0.241216424239819	-2.33333333333333	0.203389034692958
"linoleate182n61"	"199"	"ADI1x"	67	3	1.01741333333333	0.573192632745165	0.80048	1.01741333333333	0.320434338	0.58435	1.66741	1.08306	0.324255263184804	-2.33333333333333	0.330932920812931
"linoleate182n62"	"200"	"ADI2x"	67	3	1.17443	0.614479519593615	1.07903	1.17443	0.69059508	0.61323	1.83103	1.2178	0.151511179012829	-2.33333333333333	0.354769916048886
"linoleate182n63"	"201"	"Ctrl"	67	3	0.84649	0.130456854170258	0.77953	0.84649	0.024344292	0.76311	0.99683	0.23372	0.378051683546484	-2.33333333333333	0.07531929987283
"linolenatealphaorgamma183n3or61"	"202"	"ADI1x"	68	3	1.40776333333333	1.11381392316371	1.01374	1.40776333333333	0.695665572	0.54452	2.66503	2.12051	0.309488593877798	-2.33333333333333	0.643060768365721
"linolenatealphaorgamma183n3or62"	"203"	"ADI2x"	68	3	1.41513666666667	0.937488540534407	1.1732	1.41513666666667	0.816719862	0.62233	2.44988	1.82755	0.240881651365265	-2.33333333333333	0.541259261239729
"linolenatealphaorgamma183n3or63"	"204"	"Ctrl"	68	3	0.749963333333333	0.208928234648487	0.67398	0.749963333333333	0.125012832	0.58966	0.98625	0.39659	0.315579443926631	-2.33333333333333	0.120624772515617
"dihomolinolenate203n3orn61"	"205"	"ADI1x"	69	3	1.11407	0.751182606228339	0.87457	1.11407	0.537783498	0.51184	1.9558	1.44396	0.286420527508024	-2.33333333333333	0.433695479916496
"dihomolinolenate203n3orn62"	"206"	"ADI2x"	69	3	1.16354666666667	0.583549088794879	0.99737	1.16354666666667	0.468887076	0.68111	1.81216	1.13105	0.261676087450445	-2.33333333333333	0.336912223501084
"dihomolinolenate203n3orn63"	"207"	"Ctrl"	69	3	0.798363333333333	0.196964325280832	0.78284	0.798363333333333	0.256815972	0.60962	1.00263	0.39301	0.078323374026124	-2.33333333333333	0.113717406221641
"arachidonate204n61"	"208"	"ADI1x"	70	3	0.965073333333333	0.479367901129533	0.72727	0.965073333333333	0.112929642	0.6511	1.51685	0.86575	0.373996194385007	-2.33333333333333	0.276763186758002
"arachidonate204n62"	"209"	"ADI2x"	70	3	0.983333333333333	0.366868839959642	1.00258	0.983333333333333	0.500555412	0.60722	1.3402	0.73298	-0.052317593517888	-2.33333333333333	0.211811823507985
"arachidonate204n63"	"210"	"Ctrl"	70	3	0.983293333333333	0.163175991595986	1.07619	0.983293333333333	0.003884412	0.79488	1.07881	0.28393	-0.384788549945614	-2.33333333333333	0.094209702673227
"adrenate224n61"	"211"	"ADI1x"	71	3	1.07159666666667	0.317158474951141	1.03358	1.07159666666667	0.383133492	0.77516	1.40605	0.63089	0.118144231607885	-2.33333333333333	0.183111530888812
"adrenate224n62"	"212"	"ADI2x"	71	3	1.01641666666667	0.139304824156715	0.96642	1.01641666666667	0.085116066	0.90901	1.17382	0.26481	0.312671102496313	-2.33333333333333	0.080427677726293
"adrenate224n63"	"213"	"Ctrl"	71	3	0.924206666666667	0.262519458770837	0.96602	0.924206666666667	0.292502154	0.64329	1.16331	0.52002	-0.155236351528989	-2.33333333333333	0.151565680188858
"docosapentaenoaten6DPA225n61"	"214"	"ADI1x"	72	3	0.817633333333333	0.373460213454303	0.65997	0.817633333333333	0.164731686	0.54886	1.24407	0.69521	0.346927237814199	-2.33333333333333	0.215617354769457
"docosapentaenoaten6DPA225n62"	"215"	"ADI2x"	72	3	0.906586666666667	0.318033247370984	0.81818	0.906586666666667	0.261041382	0.64211	1.25947	0.61736	0.256499164335631	-2.33333333333333	0.183616580980888
"docosapentaenoaten6DPA225n63"	"216"	"Ctrl"	72	3	0.90493	0.261348281609044	0.95975	0.90493	0.259114002	0.62052	1.13452	0.514	-0.200529335578954	-2.33333333333333	0.150889500739228
"docosadienoate222n61"	"217"	"ADI1x"	73	3	0.640946666666667	0.343268953494681	0.53717	0.640946666666667	0.260389038	0.36154	1.02413	0.66259	0.274687890500236	-2.33333333333333	0.198186422704595
"docosadienoate222n62"	"218"	"ADI2x"	73	3	1.02748	0.263252933886785	1.03784	1.02748	0.367032456	0.7592	1.2854	0.5262	-0.0392928394074	-2.33333333333333	0.151989152244494
"docosadienoate222n63"	"219"	"Ctrl"	73	3	0.736726666666667	0.259862610302701	0.61394	0.736726666666667	0.078474018	0.56101	1.03523	0.47422	0.367013433865159	-2.33333333333333	0.150031748010583
"dihomolinoleate202n61"	"220"	"ADI1x"	74	3	1.06405333333333	0.678391814907383	0.89644	1.06405333333333	0.609734076	0.48518	1.81054	1.32536	0.231991655269721	-2.33333333333333	0.391669696952816
"dihomolinoleate202n62"	"221"	"ADI2x"	74	3	1.25128	0.584140049046459	1.01955	1.25128	0.297987774	0.81856	1.91573	1.09717	0.334272452293852	-2.33333333333333	0.337253414561414
"dihomolinoleate202n63"	"222"	"Ctrl"	74	3	0.80761	0.195361868336684	0.76681	0.80761	0.194131644	0.63587	1.02015	0.38428	0.19973441317901	-2.33333333333333	0.112792227273573
"meadacid203n91"	"223"	"ADI1x"	75	3	1.03919333333333	0.660675650098695	0.81777	1.03919333333333	0.44492826	0.51767	1.78214	1.26447	0.297501982825671	-2.33333333333333	0.381441264431513
"meadacid203n92"	"224"	"ADI2x"	75	3	1.20620333333333	0.659665251270168	0.97175	1.20620333333333	0.409138296	0.69579	1.95107	1.25528	0.310517541642507	-2.33333333333333	0.380857910395873
"meadacid203n93"	"225"	"Ctrl"	75	3	0.77076	0.233921711903791	0.71268	0.77076	0.209535858	0.57135	1.02825	0.4569	0.232981967070677	-2.33333333333333	0.135054763336952
"docosatrienoate223n6*1"	"226"	"ADI1x"	76	3	0.320776666666667	0.273779497649721	0.16271	0.320776666666667	0	0.16271	0.63691	0.4742	0.38490017945975	-2.33333333333333	0.158066666666667
"docosatrienoate223n6*2"	"227"	"ADI2x"	76	3	1.16136666666667	0.809236020103735	0.7093	1.16136666666667	0.044670738	0.67917	2.09563	1.41646	0.384299993591801	-2.33333333333333	0.467212634044833
"docosatrienoate223n6*3"	"228"	"Ctrl"	76	3	0.782853333333333	0.209897912646442	0.68974	0.782853333333333	0.080238312	0.63562	1.0232	0.38758	0.356313077984182	-2.33333333333333	0.121184616368764
"15methylpalmitatei1701"	"229"	"ADI1x"	77	3	1.07057	0.493307763267516	0.99708	1.07057	0.56183127	0.61813	1.5965	0.97837	0.145667724239011	-2.33333333333333	0.284811369915833
"15methylpalmitatei1702"	"230"	"ADI2x"	77	3	0.896743333333333	0.301109150032564	0.75033	0.896743333333333	0.079304274	0.69684	1.24306	0.54622	0.371280549283877	-2.33333333333333	0.17384544882676
"15methylpalmitatei1703"	"231"	"Ctrl"	77	3	0.95004	0.183319013743801	1	0.95004	0.15300432	0.74692	1.1032	0.35628	-0.252288781384346	-2.33333333333333	0.10583928193256
"linolenoylcarnitineC183*1"	"232"	"ADI1x"	78	3	0.61749	0.051936098236198	0.58987	0.61749	0.006923742	0.5852	0.6774	0.0922	0.381402100076147	-2.33333333333333	0.029985320297328
"linolenoylcarnitineC183*2"	"233"	"ADI2x"	78	3	1.01744333333333	0.310525363913052	1.10373	1.01744333333333	0.254962722	0.6729	1.2757	0.6028	-0.256417608967042	-2.33333333333333	0.179281902445407
"linolenoylcarnitineC183*3"	"234"	"Ctrl"	78	3	0.873673333333333	0.289321030229974	0.7909	0.873673333333333	0.231493164	0.63476	1.19536	0.5606	0.262678110942885	-2.33333333333333	0.167039574685495
"oleoylcarnitineC1811"	"235"	"ADI1x"	79	3	0.53788	0.108195135288053	0.58609	0.53788	0.0407715	0.41396	0.61359	0.19963	-0.357115400600182	-2.33333333333333	0.062466490483565
"oleoylcarnitineC1812"	"236"	"ADI2x"	79	3	0.874646666666667	0.121709155914144	0.84875	0.874646666666667	0.119764428	0.76797	1.00722	0.23925	0.203142001958342	-2.33333333333333	0.070268813929873
"oleoylcarnitineC1813"	"237"	"Ctrl"	79	3	0.995976666666667	0.129634563420923	0.99278	0.995976666666667	0.185043306	0.86797	1.12718	0.25921	0.024644067040921	-2.33333333333333	0.07484455008735
"myristoleoylcarnitineC141*1"	"238"	"ADI1x"	80	3	0.722873333333333	0.078526347383113	0.74756	0.722873333333333	0.057124578	0.63497	0.78609	0.15112	-0.283304321064988	-2.33333333333333	0.045337207800118
"myristoleoylcarnitineC141*2"	"239"	"ADI2x"	80	3	1.00212333333333	0.136972092899734	0.95306	1.00212333333333	0.083944812	0.89644	1.15687	0.26043	0.312240030752278	-2.33333333333333	0.079080874707128
"myristoleoylcarnitineC141*3"	"240"	"Ctrl"	80	3	1.15168	0.172234846938707	1.24273	1.15168	0.02453703	0.95303	1.25928	0.30625	-0.380905918307181	-2.33333333333333	0.099439835243897
"suberoylcarnitineC8DC1"	"241"	"ADI1x"	81	3	0.701353333333333	0.129967399886792	0.65735	0.701353333333333	0.08636145	0.5991	0.84761	0.24851	0.299761207960513	-2.33333333333333	0.075036713310515
"suberoylcarnitineC8DC2"	"242"	"ADI2x"	81	3	0.808756666666667	0.390119957107213	0.75199	0.808756666666667	0.447537636	0.45013	1.22415	0.77402	0.142429841726668	-2.33333333333333	0.225235862252094
"suberoylcarnitineC8DC3"	"243"	"Ctrl"	81	3	1.29635666666667	0.25363335039646	1.32199	1.29635666666667	0.317587746	1.03088	1.5362	0.50532	-0.100032245218392	-2.33333333333333	0.146435283126863
"adipoylcarnitineC6DC1"	"244"	"ADI1x"	82	3	1.03922	0.468861379514244	1.08894	1.03922	0.58162398	0.54748	1.48124	0.93376	-0.104851631861885	-2.33333333333333	0.270697243675168
"adipoylcarnitineC6DC2"	"245"	"ADI2x"	82	3	0.78972	0.214995698561622	0.79272	0.78972	0.312057648	0.57324	1.0032	0.42996	-0.013951050635808	-2.33333333333333	0.124127824439164
"adipoylcarnitineC6DC3"	"246"	"Ctrl"	82	3	1.36461	0.474345124039449	1.26798	1.36461	0.477337896	0.94602	1.87983	0.93381	0.195258621871826	-2.33333333333333	0.273863285052962
"octadecenedioylcarnitineC181DC*1"	"247"	"ADI1x"	83	3	0.703813333333333	0.033685690334819	0.71906	0.703813333333333	0.012038712	0.6652	0.72718	0.06198	-0.359892343228264	-2.33333333333333	0.019448442382646
"octadecenedioylcarnitineC181DC*2"	"248"	"ADI2x"	83	3	0.93112	0.331128026146987	0.82615	0.93112	0.23862447	0.6652	1.30201	0.63681	0.285150083027039	-2.33333333333333	0.191176855032193
"octadecenedioylcarnitineC181DC*3"	"249"	"Ctrl"	83	3	1.1072	0.269740415770422	1.02882	1.1072	0.212738274	0.88533	1.40745	0.52212	0.266041134310569	-2.33333333333333	0.155734701656375
"arachidonoylcarnitineC2041"	"250"	"ADI1x"	84	3	0.636753333333333	0.066750499873284	0.61559	0.636753333333333	0.048095544	0.58315	0.71152	0.12837	0.285180825234063	-2.33333333333333	0.038538419070383
"arachidonoylcarnitineC2042"	"251"	"ADI2x"	84	3	0.81659	0.180052470963328	0.7901	0.81659	0.20585901	0.65125	1.00842	0.35717	0.143939225298498	-2.33333333333333	0.103953342578935
"arachidonoylcarnitineC2043"	"252"	"Ctrl"	84	3	1.05412333333333	0.22946674581153	1.13163	1.05412333333333	0.152959842	0.79594	1.2348	0.43886	-0.299233396770464	-2.33333333333333	0.132482687464354
"adrenoylcarnitineC224*1"	"253"	"ADI1x"	85	3	0.34009	0	0.34009	0.34009	0	0.34009	0.34009	0	NA	NA	0
"adrenoylcarnitineC224*2"	"254"	"ADI2x"	85	3	0.365423333333333	0.043878620458412	0.34009	0.365423333333333	0	0.34009	0.41609	0.076	0.384900179459751	-2.33333333333333	0.025333333333333
"adrenoylcarnitineC224*3"	"255"	"Ctrl"	85	3	0.74268	0.351388006482862	0.90022	0.74268	0.129742326	0.34009	0.98773	0.64764	-0.358218267172034	-2.33333333333333	0.202873960132886
"behenoylcarnitineC22*1"	"256"	"ADI1x"	86	3	0.628323333333333	0.001408734656823	0.62751	0.628323333333333	0	0.62751	0.62995	0.00244	0.38490017945975	-2.33333333333333	0.000813333333333
"behenoylcarnitineC22*2"	"257"	"ADI2x"	86	3	0.704643333333333	0.133598852290479	0.62751	0.704643333333333	0	0.62751	0.85891	0.2314	0.384900179459751	-2.33333333333333	0.077133333333333
"behenoylcarnitineC22*3"	"258"	"Ctrl"	86	3	0.898343333333333	0.180982776068148	0.99988	0.898343333333333	0.008717688	0.68939	1.00576	0.31637	-0.384443161739673	-2.33333333333333	0.104490454481631
"dihomolinolenoylcarnitine203n3or6*1"	"259"	"ADI1x"	87	3	0.791553333333333	0.209693029529675	0.83959	0.791553333333333	0.197882622	0.56201	0.97306	0.41105	-0.217059174002787	-2.33333333333333	0.121066327046146
"dihomolinolenoylcarnitine203n3or6*2"	"260"	"ADI2x"	87	3	0.76045	0.239897843466756	0.69269	0.76045	0.194176122	0.56172	1.02694	0.46522	0.259919411396608	-2.33333333333333	0.138505084503542
"dihomolinolenoylcarnitine203n3or6*3"	"261"	"Ctrl"	87	3	1.06055333333333	0.150264558141078	1.14043	1.06055333333333	0.020133708	0.88722	1.15401	0.26679	-0.381366580668163	-2.33333333333333	0.086755283092411
"dihomolinoleoylcarnitineC202*1"	"262"	"ADI1x"	88	3	0.535216666666667	0.047544212406279	0.55327	0.535216666666667	0.026419932	0.48129	0.57109	0.0898	-0.324967356696556	-2.33333333333333	0.027449663831174
"dihomolinoleoylcarnitineC202*2"	"263"	"ADI2x"	88	3	0.820926666666667	0.125212389695802	0.8866	0.820926666666667	0.019333104	0.67654	0.89964	0.2231	-0.380209130455098	-2.33333333333333	0.072291406896747
"dihomolinoleoylcarnitineC202*3"	"264"	"Ctrl"	88	3	1.13716	0.178551489212496	1.15987	1.13716	0.21260484	0.94834	1.30327	0.35493	-0.125132602010358	-2.33333333333333	0.103086750361043
"eicosenoylcarnitineC201*1"	"265"	"ADI1x"	89	3	0.690233333333333	0.301327820543231	0.58139	0.690233333333333	0.182270844	0.45845	1.03086	0.57241	0.314083405533231	-2.33333333333333	0.173971698304957
"eicosenoylcarnitineC201*2"	"266"	"ADI2x"	89	3	0.79484	0.152676899365949	0.7306	0.79484	0.067932732	0.68478	0.96914	0.28436	0.346268059636036	-2.33333333333333	0.088148048947968
"eicosenoylcarnitineC201*3"	"267"	"Ctrl"	89	3	1.11397	0.240938715651927	1.19219	1.11397	0.168853314	0.84364	1.30608	0.46244	-0.290430521818378	-2.33333333333333	0.139106032339843
"docosahexaenoylcarnitineC226*1"	"268"	"ADI1x"	90	3	0.30649	0	0.30649	0.30649	0	0.30649	0.30649	0	NA	NA	0
"docosahexaenoylcarnitineC226*2"	"269"	"ADI2x"	90	3	0.30649	0	0.30649	0.30649	0	0.30649	0.30649	0	NA	NA	0
"docosahexaenoylcarnitineC226*3"	"270"	"Ctrl"	90	3	0.57982	0.237124664891698	0.70248	0.57982	0.041527626	0.30649	0.73049	0.424	-0.378867070186684	-2.33333333333333	0.136903989106722
"1linoleoylGPI182*1"	"271"	"ADI1x"	91	3	0.655063333333333	0.179016828910953	0.73686	0.655063333333333	0.061839246	0.44976	0.77857	0.32881	-0.361526742346756	-2.33333333333333	0.103355414361212
"1linoleoylGPI182*2"	"272"	"ADI2x"	91	3	0.694626666666667	0.27313689870344	0.83977	0.694626666666667	0.036738828	0.37956	0.86455	0.48499	-0.381339197280311	-2.33333333333333	0.157695661992051
"1linoleoylGPI182*3"	"273"	"Ctrl"	91	3	1.08686666666667	0.391777735499777	1.27818	1.08686666666667	0.10089093	0.63619	1.34623	0.71004	-0.371877271872995	-2.33333333333333	0.226192981053298
"1arachidonoylGPI204*1"	"274"	"ADI1x"	92	3	0.796183333333333	0.152388452755887	0.80997	0.796183333333333	0.194576424	0.63737	0.94121	0.30384	-0.089730052753684	-2.33333333333333	0.087981514220002
"1arachidonoylGPI204*2"	"275"	"ADI2x"	92	3	0.95274	0.100379605996437	0.97775	0.95274	0.0896973	0.84222	1.03825	0.19603	-0.233687248099188	-2.33333333333333	0.057954192543192
"1arachidonoylGPI204*3"	"276"	"Ctrl"	92	3	0.93413	0.129478917202763	0.95383	0.93413	0.14648088	0.79593	1.05263	0.2567	-0.14862622356557	-2.33333333333333	0.074754687701397
